"Game Title","User Rating","Age Group Targeted",Price,Platform,"Requires Special Device",Developer,Publisher,"Release Year",Genre,Multiplayer,"Game Length (Hours)","Graphics Quality","Soundtrack Quality","Story Quality","User Review Text","Game Mode","Min Number of Players"
"Mario Kart 8 Deluxe",24.2,Adults,33.97,Xbox,Yes,"Rockstar Games",Activision,2022,Fighting,Yes,29.7,Medium,Poor,Poor,"Amazing game, but the graphics could be better.",Online,3
"Fall Guys",23,Kids,22.01,PlayStation,No,"CD Projekt Red","Square Enix",2022,Simulation,No,44,High,Poor,Average,"Disappointing game, but the graphics could be better.",Online,7
"Rocket League",21.4,"All Ages",25.25,Xbox,No,"Rockstar Games","Electronic Arts",2012,Adventure,Yes,32.1,Medium,Poor,Excellent,"Great game, but the gameplay is amazing.",Offline,10
"Tomb Raider (2013)",26.9,Teens,50.31,"Nintendo Switch",No,"Game Freak",Activision,2011,Strategy,Yes,11.9,Medium,Poor,Excellent,"Great game, but too many bugs.",Offline,8
"Mario Kart 8 Deluxe",21.3,Kids,22.13,PlayStation,No,"Epic Games","Epic Games",2017,RPG,No,30.8,Low,Average,Poor,"Amazing game, but too many bugs.",Online,10
"The Elder Scrolls V: Skyrim",15.1,Kids,21.31,Mobile,Yes,Capcom,Nintendo,2013,Simulation,No,11.4,High,Average,Average,"Solid game, but the gameplay is amazing.",Online,7
"Counter-Strike: Global Offensive",16.4,Kids,20.71,Xbox,Yes,Valve,Nintendo,2021,RPG,No,18.5,Ultra,Average,Poor,"Great game, but the graphics could be better.",Offline,3
"Street Fighter V",15.7,"All Ages",25.24,PC,Yes,"Epic Games","Square Enix",2021,Adventure,Yes,5.4,Medium,Poor,Good,"Amazing game, but too many bugs.",Online,7
"Bioshock Infinite",36.7,"All Ages",52.23,Xbox,Yes,Capcom,Valve,2022,Simulation,No,34.7,Low,Average,Excellent,"Solid game, but the graphics could be better.",Online,4
"PokÃ©mon Scarlet & Violet",23.9,Adults,41.29,PlayStation,No,"Game Freak",Valve,2011,Strategy,Yes,14.2,Ultra,Excellent,Poor,"Solid game, but too many bugs.",Online,7
"Counter-Strike: Global Offensive",22.9,Kids,28.89,PlayStation,Yes,Capcom,"Electronic Arts",2021,RPG,No,26.6,Low,Excellent,Good,"Disappointing game, but too many bugs.",Online,2
"Overwatch 2",39.8,Adults,51.27,"Nintendo Switch",No,Innersloth,"Epic Games",2021,Fighting,No,42.4,Ultra,Poor,Excellent,"Disappointing game, but too many bugs.",Offline,5
Minecraft,39.5,Teens,57.66,PC,No,Bungie,Activision,2023,Action,Yes,31.4,Ultra,Good,Average,"Disappointing game, but the graphics could be better.",Offline,6
"Portal 2",34,Adults,53.27,PlayStation,No,"Epic Games",Capcom,2011,Strategy,Yes,30.1,Ultra,Good,Average,"Disappointing game, but too many bugs.",Online,4
"Kingdom Hearts III",23.8,"All Ages",38.91,PC,Yes,Nintendo,"Square Enix",2016,Puzzle,Yes,8.3,Medium,Good,Poor,"Solid game, but the graphics could be better.",Offline,5
"1000-Piece Puzzle",30.9,Adults,27.77,Mobile,No,Valve,"Take-Two Interactive",2019,Action,No,58.6,High,Poor,Excellent,"Solid game, but too many bugs.",Online,2
"The Sims 4",32.3,"All Ages",41.92,PC,Yes,Valve,Innersloth,2022,Shooter,No,38.8,Ultra,Good,Poor,"Solid game, but the gameplay is amazing.",Offline,1
"Bioshock Infinite",20.8,"All Ages",22.14,Mobile,No,"Game Freak","Electronic Arts",2021,Action,Yes,30.5,Ultra,Excellent,Average,"Amazing game, but too many bugs.",Offline,2
"Among Us",26.9,Teens,22.66,PlayStation,No,"Epic Games",Nintendo,2012,Simulation,No,57.5,Medium,Average,Poor,"Amazing game, but the graphics could be better.",Offline,5
"Kingdom Hearts III",29.7,"All Ages",38.76,Xbox,Yes,Valve,Nintendo,2021,Simulation,No,34.3,High,Average,Average,"Solid game, but too many bugs.",Offline,4
"Just Dance 2024",42.9,"All Ages",53.51,PC,No,"EA Sports",Activision,2019,Shooter,Yes,51.7,High,Excellent,Good,"Disappointing game, but the graphics could be better.",Offline,10
"Super Mario Odyssey",32.3,Kids,56.58,Xbox,No,"Rockstar Games",Innersloth,2013,Action,No,6.7,High,Excellent,Excellent,"Solid game, but too many bugs.",Offline,1
"Half-Life: Alyx",31.2,Kids,55.1,Mobile,Yes,"Rockstar Games",Activision,2021,RPG,Yes,16.9,Low,Good,Good,"Great game, but the gameplay is amazing.",Offline,3
Fortnite,20.4,Adults,22.7,Mobile,Yes,"EA Sports","Epic Games",2016,Strategy,No,31.5,Medium,Good,Average,"Amazing game, but too many bugs.",Offline,7
Hades,22.2,Adults,35.84,PC,No,"Game Freak","Square Enix",2021,Party,Yes,19.3,High,Average,Excellent,"Amazing game, but the graphics could be better.",Online,10
"Grand Theft Auto V",34.6,"All Ages",49.91,"Nintendo Switch",No,Nintendo,"Square Enix",2022,Simulation,Yes,26.9,Ultra,Average,Good,"Solid game, but the graphics could be better.",Offline,10
"Street Fighter V",27.7,"All Ages",30.67,Xbox,No,"Game Freak","Take-Two Interactive",2018,Action,Yes,37,Medium,Good,Average,"Disappointing game, but the graphics could be better.",Offline,4
"The Legend of Zelda: Breath of the Wild",38.6,Kids,47.68,"Nintendo Switch",No,Innersloth,"Epic Games",2020,Shooter,Yes,48.3,Medium,Average,Excellent,"Disappointing game, but the gameplay is amazing.",Offline,3
"Call of Duty: Modern Warfare 2",33.4,Adults,34.31,Xbox,Yes,"CD Projekt Red",Innersloth,2017,RPG,No,52.6,High,Average,Excellent,"Great game, but too many bugs.",Online,10
"Sid Meierâ€™s Civilization VI",28.7,Kids,41.09,"Nintendo Switch",No,Bungie,"Electronic Arts",2019,Fighting,No,22.9,Medium,Good,Poor,"Amazing game, but too many bugs.",Online,6
"Super Mario Odyssey",36.5,Kids,45.36,"Nintendo Switch",No,Nintendo,Activision,2018,RPG,Yes,40.4,High,Excellent,Average,"Solid game, but too many bugs.",Offline,3
"Super Mario Odyssey",34.6,Adults,58.2,Xbox,Yes,Innersloth,Capcom,2023,Adventure,Yes,23.8,Medium,Good,Good,"Great game, but the gameplay is amazing.",Offline,10
"PokÃ©mon Scarlet & Violet",33.5,Adults,29.92,PC,Yes,"Rockstar Games","Take-Two Interactive",2017,Adventure,Yes,58.9,High,Good,Good,"Solid game, but the graphics could be better.",Offline,2
"Rocket League",38.5,Adults,41.69,Mobile,No,Innersloth,Nintendo,2010,RPG,No,53.1,Low,Average,Poor,"Solid game, but the gameplay is amazing.",Online,7
Minecraft,21.6,Teens,24.93,Mobile,No,"Rockstar Games","Epic Games",2012,Action,Yes,24.3,High,Average,Good,"Disappointing game, but the graphics could be better.",Offline,5
"Super Smash Bros. Ultimate",24.8,"All Ages",43.11,PC,No,"Game Freak",Nintendo,2018,Fighting,Yes,9.9,High,Excellent,Poor,"Great game, but too many bugs.",Offline,4
"Just Dance 2024",26.1,Adults,46.16,"Nintendo Switch",Yes,"Epic Games","Square Enix",2022,Adventure,Yes,6.1,High,Average,Excellent,"Solid game, but the gameplay is amazing.",Online,2
"Super Smash Bros. Ultimate",25.9,Kids,24.59,"Nintendo Switch",No,"Rockstar Games",Capcom,2014,Sports,No,41.6,High,Poor,Excellent,"Solid game, but too many bugs.",Offline,10
"Portal 2",13.2,Adults,24.71,Xbox,Yes,Nintendo,Valve,2015,Puzzle,No,8.6,Medium,Excellent,Poor,"Solid game, but the graphics could be better.",Online,4
"Halo Infinite",38.5,"All Ages",42.65,PC,Yes,Innersloth,Nintendo,2019,Shooter,Yes,53,High,Excellent,Average,"Disappointing game, but the graphics could be better.",Offline,6
"Mario Kart 8 Deluxe",28.2,Teens,41.45,PC,Yes,Innersloth,"Epic Games",2023,Puzzle,No,29.5,High,Poor,Average,"Solid game, but too many bugs.",Offline,10
"Super Mario Odyssey",47.2,Teens,55.8,PlayStation,Yes,"Rockstar Games",Activision,2022,Strategy,Yes,59.5,Low,Average,Good,"Disappointing game, but the gameplay is amazing.",Online,5
"Fall Guys",21.9,Kids,37.33,"Nintendo Switch",Yes,Valve,Activision,2016,Simulation,Yes,12.7,Low,Poor,Excellent,"Disappointing game, but the graphics could be better.",Offline,2
"Pillars of Eternity II: Deadfire",32.2,Kids,49.65,PlayStation,Yes,"EA Sports",Capcom,2019,Party,No,28.3,Low,Average,Average,"Amazing game, but the graphics could be better.",Online,2
"The Legend of Zelda: Breath of the Wild",22.2,"All Ages",23.93,PlayStation,No,"Game Freak",Capcom,2010,Party,No,39.3,High,Good,Good,"Disappointing game, but too many bugs.",Online,5
"Counter-Strike: Global Offensive",21.4,Kids,25.45,PlayStation,Yes,Valve,"Square Enix",2016,Fighting,No,23,Medium,Poor,Poor,"Amazing game, but the graphics could be better.",Offline,2
"Tomb Raider (2013)",20.2,Adults,26.33,"Nintendo Switch",No,Valve,"Square Enix",2016,Strategy,No,21.8,Ultra,Good,Poor,"Solid game, but the graphics could be better.",Online,2
"Red Dead Redemption 2",20.3,Kids,30.14,PC,Yes,Capcom,Capcom,2018,Strategy,Yes,21.9,Low,Good,Average,"Solid game, but the graphics could be better.",Offline,10
"Super Mario Odyssey",31.7,Teens,37.43,Mobile,No,"Game Freak",Valve,2014,Simulation,Yes,38.9,Low,Excellent,Average,"Amazing game, but the graphics could be better.",Online,6
"1000-Piece Puzzle",26.1,Kids,32.82,Mobile,No,Innersloth,Capcom,2012,Party,Yes,33.2,Low,Good,Average,"Great game, but too many bugs.",Offline,2
"Hitman 3",32.9,Kids,53.93,Xbox,No,"Rockstar Games",Valve,2020,Shooter,No,17.4,Ultra,Excellent,Average,"Disappointing game, but the graphics could be better.",Online,2
"Call of Duty: Modern Warfare 2",22.4,Teens,41.6,Mobile,No,Capcom,Capcom,2023,Shooter,No,9.9,Medium,Good,Excellent,"Disappointing game, but too many bugs.",Offline,7
"1000-Piece Puzzle",16.9,Teens,21.7,PC,No,Capcom,"Square Enix",2011,RPG,Yes,26.5,Low,Average,Poor,"Great game, but too many bugs.",Online,10
"Spelunky 2",41.4,Teens,51.31,PlayStation,No,"CD Projekt Red",Capcom,2015,Adventure,No,46.7,High,Average,Poor,"Amazing game, but the graphics could be better.",Online,10
"1000-Piece Puzzle",22.8,Adults,29.31,PlayStation,No,Valve,"Square Enix",2013,Sports,Yes,33,High,Average,Poor,"Great game, but too many bugs.",Online,4
"Among Us",26.9,Adults,32.43,Xbox,Yes,Bungie,"Square Enix",2013,Fighting,No,37.7,High,Excellent,Good,"Great game, but the graphics could be better.",Online,3
"Spelunky 2",20.4,Adults,33.84,PlayStation,No,Nintendo,Activision,2019,RPG,No,7.5,Low,Excellent,Excellent,"Amazing game, but the graphics could be better.",Online,8
"Tekken 7",38.4,"All Ages",56.73,PlayStation,No,"CD Projekt Red","Epic Games",2021,Sports,Yes,27.7,Ultra,Average,Excellent,"Solid game, but the gameplay is amazing.",Online,7
"Street Fighter V",29.8,"All Ages",41.05,PC,Yes,"EA Sports","Epic Games",2012,Strategy,No,36.3,Medium,Poor,Poor,"Disappointing game, but the gameplay is amazing.",Online,2
Fortnite,28.1,Teens,46.82,PC,No,Innersloth,"Square Enix",2020,Fighting,No,9.6,Medium,Good,Good,"Amazing game, but the graphics could be better.",Online,2
"Super Mario Odyssey",34.3,Kids,57.71,Mobile,No,Innersloth,Capcom,2016,Sports,Yes,20.8,High,Excellent,Average,"Solid game, but the gameplay is amazing.",Offline,2
"Spelunky 2",32.9,"All Ages",36.6,PC,No,"EA Sports","Take-Two Interactive",2013,Strategy,No,54.6,Medium,Good,Poor,"Amazing game, but the graphics could be better.",Online,2
"Half-Life: Alyx",25.4,Adults,41.41,PC,No,Valve,"Epic Games",2016,Simulation,Yes,11.2,Low,Average,Average,"Amazing game, but too many bugs.",Online,8
"Grand Theft Auto V",24.3,"All Ages",45.9,PC,No,Capcom,"Electronic Arts",2022,Shooter,No,8.4,Medium,Poor,Excellent,"Solid game, but the gameplay is amazing.",Online,6
"Portal 2",31.2,Adults,50.91,PC,Yes,"EA Sports",Activision,2010,Party,No,22.3,Ultra,Excellent,Average,"Solid game, but too many bugs.",Offline,10
"Among Us",48.9,"All Ages",59.91,PC,No,Innersloth,"Electronic Arts",2010,Sports,No,58,Low,Good,Average,"Great game, but too many bugs.",Offline,8
Fortnite,33.3,Teens,41.33,Xbox,Yes,Valve,"Epic Games",2014,Sports,No,44.3,Medium,Good,Average,"Disappointing game, but the gameplay is amazing.",Online,4
Hades,36.7,Kids,50.82,Xbox,No,"Rockstar Games",Nintendo,2021,RPG,Yes,42.9,High,Average,Average,"Disappointing game, but too many bugs.",Online,7
"Spelunky 2",28.5,Teens,28.57,PC,No,"CD Projekt Red",Valve,2015,Shooter,Yes,51,Low,Excellent,Excellent,"Great game, but too many bugs.",Offline,7
"Hitman 3",38.6,Kids,56.6,Xbox,No,Nintendo,"Epic Games",2023,Fighting,Yes,39.4,Low,Good,Poor,"Amazing game, but the gameplay is amazing.",Offline,5
"Tomb Raider (2013)",26.4,Kids,24.45,Mobile,No,Valve,"Electronic Arts",2012,Adventure,No,50,Ultra,Good,Poor,"Great game, but too many bugs.",Offline,2
"1000-Piece Puzzle",31.3,Kids,39.97,PC,No,"Epic Games","Square Enix",2017,Action,Yes,37.1,High,Excellent,Average,"Solid game, but the gameplay is amazing.",Online,4
"League of Legends",35,Kids,38.46,"Nintendo Switch",Yes,Capcom,Innersloth,2016,Strategy,No,57.8,Ultra,Poor,Good,"Amazing game, but too many bugs.",Offline,6
"Grand Theft Auto V",32.8,Adults,27.65,"Nintendo Switch",Yes,"Epic Games",Nintendo,2021,Adventure,No,59.8,Medium,Excellent,Poor,"Great game, but the gameplay is amazing.",Online,8
"Portal 2",25.9,Kids,45.07,Mobile,No,"Game Freak","Epic Games",2023,Party,Yes,5.7,Medium,Poor,Average,"Solid game, but the gameplay is amazing.",Online,7
"Fall Guys",28.8,Kids,49.61,PlayStation,No,Nintendo,"Take-Two Interactive",2012,Strategy,Yes,12.2,Ultra,Excellent,Good,"Great game, but too many bugs.",Offline,1
"Ghost of Tsushima",39,Teens,49.25,Mobile,Yes,"Game Freak",Nintendo,2018,RPG,No,51.2,Medium,Poor,Excellent,"Solid game, but the gameplay is amazing.",Online,5
Cuphead,36.9,Kids,44.87,"Nintendo Switch",No,"CD Projekt Red",Innersloth,2014,Party,No,47.5,Medium,Average,Poor,"Disappointing game, but too many bugs.",Offline,3
Cuphead,20.1,Adults,35.13,Xbox,Yes,"CD Projekt Red","Square Enix",2012,Party,No,12.1,Medium,Poor,Excellent,"Amazing game, but too many bugs.",Online,2
"Half-Life: Alyx",29.6,"All Ages",35.56,PlayStation,Yes,Innersloth,Innersloth,2016,Strategy,No,40.5,Medium,Poor,Good,"Disappointing game, but too many bugs.",Offline,2
Tetris,33.5,"All Ages",38.56,"Nintendo Switch",Yes,"Rockstar Games",Nintendo,2015,Sports,Yes,46.1,Low,Good,Good,"Solid game, but the gameplay is amazing.",Offline,6
"The Witcher 3: Wild Hunt",15.8,Kids,25.78,PlayStation,Yes,Bungie,"Square Enix",2014,Simulation,Yes,8.8,Low,Average,Excellent,"Disappointing game, but the gameplay is amazing.",Offline,2
"Call of Duty: Modern Warfare 2",18.7,"All Ages",23.6,Mobile,Yes,Bungie,"Take-Two Interactive",2020,Party,No,25,Medium,Excellent,Excellent,"Great game, but the gameplay is amazing.",Offline,2
"1000-Piece Puzzle",32.1,"All Ages",35.21,"Nintendo Switch",No,"EA Sports","Take-Two Interactive",2020,Adventure,No,52.2,Low,Excellent,Average,"Solid game, but too many bugs.",Online,4
"Kingdom Hearts III",31,"All Ages",31.28,PC,Yes,Innersloth,Innersloth,2016,Shooter,Yes,47.8,Ultra,Good,Excellent,"Solid game, but the gameplay is amazing.",Online,6
"Just Dance 2024",25.2,Kids,20.48,PlayStation,Yes,"Game Freak",Activision,2019,Adventure,Yes,44.1,Low,Excellent,Good,"Solid game, but too many bugs.",Online,1
"Sid Meierâ€™s Civilization VI",45.5,Teens,54.9,"Nintendo Switch",Yes,Innersloth,Capcom,2021,RPG,No,54.9,High,Good,Excellent,"Great game, but too many bugs.",Offline,10
"Grand Theft Auto V",28.9,Adults,34.98,Xbox,No,Bungie,"Square Enix",2021,Fighting,Yes,39.2,Low,Good,Poor,"Amazing game, but the graphics could be better.",Online,8
Hades,28.7,Adults,32.09,Mobile,Yes,"EA Sports","Epic Games",2023,RPG,No,39.9,High,Good,Good,"Amazing game, but the graphics could be better.",Offline,3
"Ghost of Tsushima",39.2,"All Ages",46.58,PlayStation,Yes,Bungie,"Square Enix",2020,Party,No,51.6,Ultra,Good,Poor,"Great game, but the gameplay is amazing.",Online,3
"Tomb Raider (2013)",18.5,Adults,29.55,PlayStation,Yes,Capcom,Activision,2020,Sports,Yes,7.4,Low,Excellent,Good,"Solid game, but the graphics could be better.",Offline,8
"Overwatch 2",30.2,Adults,45.43,PC,Yes,"Epic Games",Capcom,2023,Action,No,21.5,Medium,Poor,Good,"Amazing game, but the gameplay is amazing.",Offline,10
"FIFA 24",33.1,Adults,49.18,"Nintendo Switch",No,"Epic Games","Take-Two Interactive",2020,Adventure,No,22.9,Medium,Average,Good,"Amazing game, but the graphics could be better.",Offline,10
"Call of Duty: Modern Warfare 2",28.5,Teens,35.07,"Nintendo Switch",No,"Epic Games","Square Enix",2012,Shooter,No,40.4,Ultra,Poor,Average,"Disappointing game, but the graphics could be better.",Online,10
"Tekken 7",27.5,Adults,27.8,Xbox,No,Bungie,Activision,2014,Puzzle,No,48.4,Low,Excellent,Good,"Great game, but the graphics could be better.",Online,5
"Tekken 7",25,Teens,45.4,Xbox,No,Capcom,Valve,2013,Simulation,Yes,7.5,Low,Poor,Poor,"Great game, but too many bugs.",Online,6
"Halo Infinite",33.8,Adults,55.26,PlayStation,Yes,Innersloth,Valve,2020,Adventure,Yes,15.1,Ultra,Poor,Excellent,"Disappointing game, but too many bugs.",Offline,10
"Stardew Valley",26.1,"All Ages",25.87,"Nintendo Switch",No,Innersloth,"Electronic Arts",2014,RPG,Yes,46.1,High,Average,Good,"Amazing game, but the graphics could be better.",Offline,2
"Sid Meierâ€™s Civilization VI",17,Adults,26.81,PC,No,"EA Sports","Electronic Arts",2021,Simulation,No,7.2,Ultra,Poor,Poor,"Amazing game, but too many bugs.",Offline,10
"Hitman 3",38,Adults,45.31,Xbox,No,"CD Projekt Red",Capcom,2011,Party,Yes,50.9,Ultra,Excellent,Excellent,"Solid game, but the graphics could be better.",Offline,8
"Super Smash Bros. Ultimate",35.6,Adults,49.47,"Nintendo Switch",Yes,"EA Sports","Electronic Arts",2014,Puzzle,Yes,37,High,Excellent,Poor,"Solid game, but the graphics could be better.",Offline,4
"Super Mario Odyssey",37.9,"All Ages",55.99,"Nintendo Switch",No,"Rockstar Games","Electronic Arts",2013,Puzzle,No,35.6,High,Excellent,Excellent,"Great game, but too many bugs.",Online,2
"Counter-Strike: Global Offensive",42.7,Kids,57.12,Xbox,Yes,"Epic Games",Valve,2015,Party,No,41.2,Medium,Excellent,Excellent,"Solid game, but the gameplay is amazing.",Offline,1
Fortnite,44.6,Teens,51.94,Mobile,Yes,"Game Freak",Innersloth,2021,Puzzle,Yes,55.5,Medium,Average,Average,"Great game, but the graphics could be better.",Online,2
"Stardew Valley",25,"All Ages",35.23,"Nintendo Switch",No,Innersloth,"Take-Two Interactive",2022,Fighting,Yes,24.9,Ultra,Poor,Average,"Disappointing game, but the gameplay is amazing.",Online,2
"Street Fighter V",18.6,Kids,31.16,Xbox,No,"Rockstar Games",Valve,2019,Fighting,Yes,12.7,High,Average,Poor,"Solid game, but the gameplay is amazing.",Offline,4
"The Sims 4",41.1,Adults,48.75,PC,Yes,"EA Sports",Activision,2013,Party,Yes,51.9,Low,Poor,Excellent,"Great game, but the gameplay is amazing.",Online,8
"Halo Infinite",32.2,Teens,29.7,Mobile,No,"Rockstar Games",Innersloth,2011,Fighting,Yes,55.1,Low,Excellent,Excellent,"Great game, but too many bugs.",Online,6
"Animal Crossing: New Horizons",36.1,Adults,32.63,PlayStation,No,"Rockstar Games",Valve,2012,Puzzle,Yes,59.5,Medium,Excellent,Average,"Solid game, but the gameplay is amazing.",Online,2
"Bioshock Infinite",33.1,"All Ages",34.78,PlayStation,Yes,"Game Freak",Innersloth,2021,RPG,Yes,48.9,Ultra,Poor,Good,"Disappointing game, but the graphics could be better.",Online,5
"Spelunky 2",35.1,"All Ages",48.12,Mobile,No,"CD Projekt Red",Capcom,2021,RPG,No,41.9,High,Poor,Average,"Great game, but the graphics could be better.",Online,5
Tetris,38,Adults,41.19,PlayStation,Yes,"Epic Games","Take-Two Interactive",2021,Action,No,54.2,Medium,Poor,Excellent,"Amazing game, but the gameplay is amazing.",Online,3
Minecraft,31.9,Adults,30.59,PC,No,Bungie,Valve,2015,Party,No,53.1,High,Average,Good,"Amazing game, but too many bugs.",Online,7
"Half-Life: Alyx",32.9,Adults,48.87,Xbox,No,Capcom,"Electronic Arts",2012,Sports,No,29.4,Ultra,Excellent,Good,"Disappointing game, but the graphics could be better.",Online,3
"Kingdom Hearts III",32.2,Teens,48.3,"Nintendo Switch",No,"Epic Games","Electronic Arts",2018,Adventure,Yes,26.2,Medium,Good,Average,"Solid game, but the gameplay is amazing.",Offline,4
"Pillars of Eternity II: Deadfire",33,Kids,42.8,Xbox,No,"CD Projekt Red",Activision,2014,Strategy,Yes,39.7,Low,Average,Excellent,"Solid game, but the graphics could be better.",Online,5
"Portal 2",39.5,"All Ages",51.26,PlayStation,No,Capcom,"Take-Two Interactive",2018,RPG,No,42.6,Medium,Average,Good,"Solid game, but the graphics could be better.",Offline,5
"Call of Duty: Modern Warfare 2",26.7,Teens,48.9,Mobile,Yes,Innersloth,Activision,2011,RPG,No,8.5,High,Poor,Excellent,"Great game, but the graphics could be better.",Online,6
Tetris,28.8,"All Ages",29.9,PlayStation,Yes,Valve,"Square Enix",2022,RPG,No,47,Low,Poor,Poor,"Disappointing game, but the graphics could be better.",Online,6
"Kingdom Hearts III",33.1,Adults,34.58,PC,No,"Game Freak","Square Enix",2023,Party,Yes,58.8,Low,Excellent,Poor,"Amazing game, but too many bugs.",Online,10
